id	sentiment
72045	neutral
39756	negative
96944	neutral
55268	positive
10592	neutral
24967	negative
33118	neutral
21098	neutral
36170	negative
17308	neutral
84652	negative
26460	negative
65334	negative
67982	neutral
29038	negative
81929	negative
41706	negative
31062	negative
10176	negative
59609	negative
97816	negative
66974	positive
55325	negative
62392	neutral
74224	negative
78007	positive
73494	negative
69417	negative
17787	negative
90456	negative
32325	neutral
50253	positive
39157	neutral
64899	neutral
29281	negative
38529	negative
76567	neutral
81442	negative
43257	positive
95856	negative
85228	negative
63615	positive
48596	negative
47577	positive
24154	negative
92812	negative
19428	neutral
51231	negative
47129	neutral
11599	negative
22943	negative
48645	negative
59296	neutral
80930	negative
76406	negative
87895	negative
83744	neutral
64722	positive
74440	negative
16360	negative
84591	neutral
27379	negative
43820	negative
51413	positive
89945	negative
55498	negative
71921	positive
37860	neutral
38149	negative
49114	positive
31111	negative
23331	neutral
70596	negative
36646	negative
32844	neutral
99147	positive
10495	negative
75715	neutral
26198	neutral
34902	neutral
79598	negative
79970	negative
11260	neutral
88691	negative
26792	negative
59603	negative
86997	positive
66340	negative
95463	neutral
48266	negative
20156	negative
17564	negative
95934	negative
25543	negative
81978	positive
30007	negative
40952	neutral
26180	negative
89980	negative
47178	negative
77212	positive
13566	negative
70822	negative
75983	positive
47751	neutral
86876	negative
51746	negative
18518	negative
16745	neutral
24288	negative
44910	positive
71756	negative
97102	neutral
31315	negative
59920	negative
86132	neutral
59873	neutral
79718	negative
53657	negative
68259	positive
20951	positive
80869	negative
11327	negative
47806	negative
30612	neutral
97780	negative
72937	negative
45761	negative
71329	neutral
24726	neutral
37668	negative
93489	negative
76897	positive
68459	negative
40962	negative
19091	negative
59793	neutral
60463	positive
41366	negative
31839	neutral
57181	negative
11271	negative
25946	negative
43900	neutral
53662	negative
18220	negative
16922	negative
68140	positive
61070	negative
38765	negative
82925	positive
43631	negative
49894	negative
30203	negative
83902	negative
11189	neutral
75855	neutral
23299	negative
39795	positive
91592	negative
58056	negative
84152	negative
58986	neutral
80951	neutral
59982	neutral
17387	negative
33619	negative
47322	neutral
78811	negative
39791	positive
47681	negative
47014	negative
40911	neutral
50970	negative
11766	negative
33810	negative
65866	negative
93276	positive
70621	negative
65558	neutral
49652	positive
62776	negative
15053	negative
32644	negative
58307	negative
24804	positive
74926	negative
20680	positive
98867	negative
91292	negative
97112	positive
11437	negative
31027	negative
10846	negative
56134	negative
91101	negative
90463	positive
85837	positive
71573	negative
33288	neutral
89187	negative
48175	negative
66159	negative
10421	neutral
96317	negative
58389	negative
34522	negative
60780	negative
97484	negative
52087	negative
50419	negative
95547	negative
92027	negative
96667	positive
49916	negative
85874	positive
23648	negative
84458	positive
41745	negative
55081	negative
35442	negative
87262	neutral
88396	neutral
23476	neutral
22824	neutral
64977	negative
89377	positive
55563	positive
43978	neutral
82217	negative
25216	neutral
63699	negative
36003	negative
51395	negative
73521	neutral
44535	neutral
26995	neutral
59415	negative
49323	neutral
44289	negative
84988	neutral
17781	positive
22001	neutral
56010	negative
29316	negative
23196	negative
86772	positive
61026	negative
62318	positive
69675	negative
93983	negative
37000	neutral
51351	negative
22354	negative
31185	neutral
76403	negative
77007	positive
68404	positive
41881	positive
86795	neutral
85114	negative
92563	neutral
55592	positive
91073	positive
19533	neutral
11197	negative
49638	neutral
18562	negative
97317	negative
64213	negative
96455	negative
67634	neutral
18710	neutral
12554	positive
77081	positive
72471	neutral
60779	positive
83174	negative
42634	negative
79021	negative
85039	positive
80705	negative
93689	positive
60054	negative
62224	negative
95720	neutral
58290	positive
27133	negative
87779	neutral
27718	negative
28337	positive
14274	negative
54495	positive
93762	negative
58303	neutral
68739	neutral
56067	positive
90186	positive
82363	negative
26169	negative
27700	negative
91508	negative
21381	positive
19183	negative
71033	neutral
12468	positive
44239	neutral
88687	positive
46757	positive
25678	negative
66145	negative
71319	negative
64005	negative
77848	positive
38951	negative
11530	neutral
35718	neutral
67645	negative
33383	negative
88044	neutral
39453	negative
44883	negative
96120	negative
92042	negative
87192	negative
95960	negative
50225	positive
72010	negative
26488	negative
42884	negative
92630	negative
53327	negative
16082	negative
61704	neutral
92483	neutral
72886	positive
61039	negative
60393	negative
14289	negative
88788	negative
69466	neutral
46601	negative
48427	negative
48900	neutral
49239	neutral
94383	negative
34028	positive
70274	negative
65093	positive
95254	negative
62553	negative
93475	negative
73149	positive
48315	negative
53176	negative
68512	positive
97758	positive
88321	negative
54947	neutral
28642	neutral
40384	negative
88394	positive
37125	neutral
17635	negative
80221	neutral
28428	negative
82183	negative
34074	positive
30333	negative
78559	neutral
84950	positive
59802	neutral
21112	negative
29229	neutral
21807	negative
75998	neutral
16449	neutral
69454	negative
92044	neutral
25898	negative
49740	negative
21614	negative
24879	negative
20137	positive
48675	neutral
66191	neutral
58379	negative
72081	negative
70729	negative
17427	negative
66257	negative
55959	neutral
25854	negative
42309	neutral
41413	positive
97694	negative
10637	neutral
81991	negative
39983	neutral
76063	negative
12812	negative
40221	negative
37799	neutral
48376	negative
15689	positive
41636	negative
62862	negative
81677	negative
13262	neutral
29954	negative
17332	positive
78127	negative
35201	positive
51869	negative
71525	negative
69259	negative
72493	neutral
60356	negative
68699	positive
50482	negative
66815	negative
67447	negative
40736	neutral
22872	neutral
27957	negative
49825	negative
14223	negative
62842	negative
69283	negative
89565	positive
14433	negative
58398	neutral
77863	negative
86874	negative
31309	negative
83731	negative
90866	neutral
91953	negative
98670	negative
11829	neutral
40614	positive
88903	negative
29616	negative
69968	neutral
19073	negative
24221	negative
60142	positive
10420	negative
54025	negative
29339	negative
21861	negative
62826	negative
59275	negative
14306	negative
27802	negative
43332	negative
72498	neutral
79232	negative
86345	neutral
64873	negative
94554	negative
70231	negative
20095	neutral
37572	negative
14879	negative
96898	neutral
19675	negative
15989	negative
84092	negative
76896	positive
77901	positive
57645	negative
88582	negative
51900	negative
60315	negative
90051	neutral
86357	neutral
87687	negative
20523	neutral
32872	neutral
35710	negative
70296	negative
94698	negative
50647	neutral
97778	negative
29161	neutral
69957	negative
21206	neutral
12942	neutral
69258	neutral
23394	negative
42338	negative
73842	positive
32062	positive
96773	negative
85550	positive
25908	negative
59041	negative
12774	negative
95898	positive
75809	negative
52021	negative
97939	neutral
54493	negative
67338	neutral
50124	negative
11090	negative
13152	positive
19264	negative
97648	negative
90586	negative
25709	neutral
48417	negative
73062	negative
90788	neutral
39762	negative
90451	negative
39412	neutral
95018	negative
60290	neutral
94146	negative
29307	negative
63069	negative
43202	positive
82230	negative
59731	positive
18269	neutral
21292	negative
63015	negative
44366	negative
64145	neutral
39469	negative
58198	positive
17037	neutral
68280	neutral
36348	positive
20123	negative
53759	neutral
35961	negative
80143	negative
98359	neutral
42027	neutral
36883	neutral
33174	neutral
14490	neutral
10859	negative
78850	neutral
94885	negative
41268	negative
87694	neutral
87232	neutral
99111	negative
11312	positive
90223	negative
73525	negative
53339	negative
77031	neutral
70238	neutral
48128	negative
76330	negative
76501	neutral
58948	negative
51116	negative
51552	negative
56804	negative
16387	negative
50952	positive
78769	negative
80936	positive
47770	negative
88493	neutral
23081	negative
39486	negative
87754	negative
75542	positive
67640	negative
18912	neutral
53774	neutral
40207	negative
60062	negative
13250	neutral
71385	neutral
79219	negative
96393	negative
83241	negative
53758	negative
38419	neutral
65857	negative
36757	positive
64609	positive
40053	neutral
90461	negative
53779	neutral
75310	negative
44298	negative
82751	negative
63268	negative
54953	negative
48371	neutral
33835	negative
87535	negative
73571	negative
65537	negative
78081	neutral
68597	negative
20838	neutral
27448	negative
24172	negative
91198	negative
62790	negative
58871	negative
46418	negative
25716	neutral
69946	negative
50060	negative
86078	neutral
71283	positive
19926	negative
18638	negative
35248	negative
87495	positive
56032	positive
92643	positive
17338	negative
11952	positive
33197	negative
22201	neutral
25082	negative
42219	neutral
91291	positive
69848	negative
80103	negative
64243	negative
21895	neutral
34825	positive
98184	negative
16564	neutral
63398	negative
88927	negative
12101	negative
86353	positive
21313	negative
36691	neutral
42570	negative
84243	neutral
28870	positive
94717	neutral
52580	negative
18460	negative
24955	positive
81734	negative
83931	neutral
26773	negative
19469	negative
28264	negative
70338	positive
46216	negative
11760	positive
80904	neutral
11900	negative
94926	negative
74392	negative
60401	negative
58123	positive
45356	neutral
87875	neutral
65794	positive
49818	negative
61308	negative
94134	negative
96037	negative
52241	neutral
75038	negative
97108	negative
44973	negative
79582	neutral
90249	negative
33745	negative
80980	negative
50684	neutral
95266	positive
67140	neutral
89794	negative
67022	positive
54194	negative
38747	negative
31514	negative
72043	neutral
30938	negative
62000	negative
55365	negative
66147	negative
62968	neutral
40197	positive
28907	negative
10023	positive
57401	neutral
56408	negative
16436	positive
60961	neutral
95062	negative
32769	negative
56367	negative
48099	negative
91905	negative
70052	negative
37659	negative
91603	neutral
56694	negative
49498	negative
19356	negative
54787	neutral
29790	neutral
73314	neutral
18263	neutral
18650	negative
28653	negative
70025	negative
55736	negative
77349	positive
15446	negative
21996	negative
17198	neutral
84043	negative
22874	negative
49705	positive
97456	positive
40075	positive
58412	negative
34205	neutral
99173	negative
82225	negative
28251	negative
20494	negative
21649	negative
94903	negative
55992	neutral
16666	negative
15598	neutral
78352	negative
78014	negative
67690	negative
65894	negative
47456	negative
21673	negative
68446	positive
96047	negative
92587	negative
69508	negative
16437	negative
92845	positive
12082	negative
34946	negative
41461	negative
18317	negative
39620	neutral
76057	negative
66163	negative
59524	positive
88930	negative
25586	neutral
48537	negative
26131	neutral
47687	negative
58472	negative
27706	positive
31416	neutral
86277	positive
37170	negative
79580	positive
29469	positive
58514	negative
86215	negative
65485	negative
63106	negative
46624	neutral
19673	neutral
86479	neutral
37524	negative
17017	negative
68995	negative
68311	positive
22953	negative
71428	negative
43158	neutral
51710	positive
37576	neutral
57106	negative
71812	neutral
28564	neutral
71252	negative
65820	negative
60277	positive
73783	neutral
91231	negative
72890	positive
53536	neutral
79681	neutral
12011	positive
39379	negative
80222	neutral
95469	neutral
25839	positive
95459	positive
12282	positive
16545	negative
73728	negative
44061	positive
44656	negative
72281	negative
81381	positive
73082	negative
12977	negative
67789	negative
96362	negative
21813	negative
81266	negative
62665	negative
73902	neutral
88259	negative
90109	negative
91447	negative
84961	negative
10660	positive
20633	negative
29597	negative
27316	negative
90467	negative
19811	negative
59585	negative
48788	negative
63971	neutral
97022	negative
83207	negative
11980	negative
65755	positive
80614	positive
16021	positive
85472	neutral
48047	neutral
52284	positive
76976	negative
84030	negative
21489	positive
11563	neutral
10172	negative
46863	neutral
14465	positive
53424	negative
72563	negative
14175	negative
76303	negative
76311	negative
40287	negative
73920	neutral
78252	negative
93094	negative
81221	negative
49489	positive
77166	neutral
40498	neutral
41467	negative
87214	positive
90778	negative
59407	negative
61307	negative
15880	neutral
19179	negative
65006	negative
40163	negative
50099	negative
90803	negative
18699	neutral
79302	neutral
45439	positive
65001	negative
46350	negative
15262	positive
50382	negative
76641	negative
72191	negative
27349	negative
19087	positive
88010	neutral
64731	positive
89003	negative
58392	neutral
73895	positive
22794	positive
44538	negative
22353	positive
47082	negative
32666	negative
30880	negative
27599	negative
52913	neutral
19173	negative
75023	positive
78303	positive
60804	negative
74982	negative
45914	neutral
27406	negative
79929	negative
14371	negative
32276	neutral
97198	negative
98908	positive
75929	negative
47136	neutral
19066	negative
10267	positive
68764	negative
75309	neutral
82115	negative
63138	neutral
80483	neutral
95545	neutral
77399	negative
80823	negative
80972	negative
20989	negative
83374	negative
53850	positive
11794	neutral
20228	neutral
29111	negative
49234	positive
13990	negative
97916	negative
37901	neutral
15061	negative
15862	positive
56589	negative
45927	negative
52260	negative
55189	neutral
72839	negative
25636	negative
12386	neutral
83302	positive
81899	neutral
89526	negative
79099	neutral
27298	negative
12779	neutral
60238	negative
26702	negative
49795	neutral
24857	neutral
14110	negative
65246	neutral
47398	positive
75342	negative
94391	negative
69944	negative
92013	positive
36081	positive
77192	negative
24141	neutral
31885	neutral
83578	negative
26203	positive
29984	negative
36011	neutral
86510	negative
68497	positive
17322	neutral
22958	negative
97025	positive
50211	neutral
33058	negative
87923	negative
59380	negative
18952	negative
69631	neutral
56387	negative
25016	neutral
84508	negative
69659	neutral
57855	negative
32711	positive
47686	negative
34262	negative
44589	neutral
87365	neutral
12637	negative
34041	neutral
70061	positive
68667	negative
47191	negative
73702	negative
40978	negative
62703	negative
96378	positive
20245	neutral
94683	positive
77910	positive
83279	negative
88877	negative
79646	negative
67065	negative
58613	negative
13946	negative
59288	neutral
77557	positive
65289	negative
90485	neutral
13088	negative
94371	negative
22409	neutral
49759	negative
32653	neutral
83667	negative
57599	negative
77637	negative
67819	neutral
43956	neutral
90849	negative
45405	positive
89853	neutral
38942	neutral
13931	negative
12809	negative
27230	positive
33913	negative
93956	neutral
20339	negative
81571	negative
37603	negative
84361	negative
61642	negative
89193	negative
43827	negative
49074	negative
58602	positive
44561	negative
47749	negative
80940	negative
74837	negative
24552	negative
56174	negative
97595	neutral
69390	negative
82828	negative
57331	positive
68331	positive
64298	negative
99344	negative
92226	negative
54482	negative
83417	neutral
25689	positive
32453	neutral
77314	neutral
30113	negative
58213	negative
66385	negative
22450	negative
78783	negative
54357	neutral
31585	neutral
74795	neutral
32094	negative
89653	negative
40520	negative
30058	negative
68946	negative
11410	neutral
66982	negative
53817	negative
15355	negative
53820	neutral
29348	negative
36876	negative
27993	negative
88629	negative
98437	neutral
12425	neutral
28378	neutral
88099	positive
60981	negative
17546	neutral
39663	negative
71163	negative
78479	positive
44053	positive
86690	negative
72741	neutral
58201	negative
96451	neutral
12178	negative
22902	negative
55262	neutral
47977	positive
51961	negative
47697	neutral
93207	negative
47486	negative
67461	negative
74399	neutral
29089	positive
41830	neutral
35895	negative
70414	negative
96924	negative
13025	negative
49763	negative
55756	positive
72490	negative
94036	neutral
58557	negative
82911	positive
60523	neutral
88379	positive
73772	negative
25189	neutral
66421	negative
63778	negative
21276	negative
61352	negative
39905	negative
36191	negative
20010	negative
26048	negative
50639	neutral
37367	neutral
63614	neutral
17816	negative
57761	positive
16997	negative
12855	negative
68284	neutral
27799	neutral
52912	neutral
85007	positive
39829	negative
55248	negative
49403	positive
32751	negative
27102	positive
55841	neutral
18740	negative
40895	negative
13856	neutral
37395	negative
81782	negative
42611	neutral
46270	negative
85858	negative
31573	negative
58391	negative
86943	positive
42343	negative
27319	neutral
48516	neutral
95477	neutral
22633	negative
95077	negative
78707	negative
62243	positive
54779	negative
94224	negative
25021	negative
24862	negative
98353	positive
42328	positive
32636	positive
26869	negative
93512	neutral
49565	neutral
68541	negative
17149	positive
72087	neutral
87148	negative
73281	positive
56325	negative
26934	neutral
29637	negative
98016	negative
76806	positive
56426	negative
25271	negative
12890	negative
22043	neutral
93549	positive
30089	neutral
83500	negative
94803	positive
61006	negative
19863	negative
64063	positive
67181	positive
83435	negative
14584	neutral
97885	negative
50733	negative
94822	negative
89278	neutral
49130	neutral
83610	neutral
98763	negative
13601	negative
95013	negative
45425	negative
69822	negative
32343	neutral
53044	negative
90232	negative
55967	negative
74206	negative
33512	negative
21229	negative
71432	negative
27304	negative
75134	negative
25737	negative
30245	negative
98100	negative
96119	neutral
24917	negative
47251	negative
21472	negative
70419	neutral
51888	neutral
45045	negative
12758	neutral
63416	negative
26229	negative
51469	positive
64569	positive
99821	negative
64494	negative
63616	negative
39563	negative
64859	negative
83397	positive
14758	neutral
82181	negative
95958	negative
92590	negative
23596	neutral
12269	negative
99167	positive
64168	negative
27795	negative
10827	negative
72794	negative
88558	negative
81135	negative
48774	negative
73046	negative
23197	neutral
92532	neutral
65730	negative
87509	negative
62404	negative
17211	neutral
79816	positive
76381	negative
13236	negative
23253	negative
37259	negative
31114	negative
83923	negative
45183	negative
31936	positive
54354	negative
50643	neutral
22337	negative
39652	neutral
98659	negative
74320	negative
60014	negative
17779	negative
39626	negative
20069	neutral
21557	positive
28004	neutral
82893	neutral
13725	negative
39050	neutral
47952	neutral
40331	positive
17644	negative
78884	negative
67126	positive
98134	negative
42014	negative
88271	negative
52044	negative
39225	negative
31047	negative
52998	negative
60680	neutral
79562	positive
49341	negative
59394	negative
87363	neutral
20691	negative
32236	negative
81081	negative
87863	negative
12088	negative
92473	positive
44840	positive
13020	neutral
70348	positive
76951	negative
67576	positive
79436	neutral
71165	neutral
22111	negative
73158	neutral
38623	neutral
12344	negative
21478	negative
73731	negative
70501	negative
87289	negative
93381	negative
77285	negative
71560	neutral
22303	negative
89510	neutral
29196	negative
44630	neutral
66070	neutral
12398	negative
64871	positive
11546	neutral
35216	negative
27203	negative
50864	negative
44962	negative
61934	negative
98501	positive
26390	negative
29109	positive
52502	negative
59388	negative
94623	negative
86233	negative
54769	neutral
11982	negative
68223	negative
95340	negative
73814	neutral
81264	positive
13533	negative
95813	negative
56521	positive
45979	neutral
73141	negative
37922	positive
96828	negative
15941	neutral
46819	negative
50737	negative
95764	neutral
29140	negative
63857	negative
35542	negative
35393	negative
30166	negative
95519	negative
81645	positive
37674	neutral
70063	negative
24227	positive
74101	negative
28166	negative
61604	negative
22373	negative
37110	negative
78052	neutral
90528	negative
87487	neutral
76818	negative
75157	negative
66943	negative
80651	negative
27008	negative
45258	negative
55825	negative
22243	negative
43647	negative
57981	negative
51017	neutral
74396	negative
59807	negative
19878	negative
96950	neutral
98911	positive
58434	positive
65862	negative
96767	positive
51198	negative
42416	neutral
46340	negative
11364	negative
27873	negative
97807	negative
70107	positive
51929	negative
84163	negative
21169	neutral
38709	positive
90177	neutral
31180	neutral
21521	neutral
70708	negative
89012	neutral
78864	negative
75586	neutral
64659	negative
57488	positive
65192	neutral
21932	negative
51304	neutral
37291	positive
18265	negative
49277	negative
37917	positive
56285	positive
51622	negative
20061	positive
22865	neutral
55351	positive
13406	neutral
63908	negative
90908	positive
38398	positive
33462	negative
75452	negative
56332	negative
16889	neutral
98952	neutral
99215	negative
84229	negative
65036	positive
36407	neutral
22240	negative
12333	negative
27047	neutral
10164	negative
77611	negative
11247	negative
23178	neutral
47176	negative
95605	negative
83285	positive
65555	negative
54846	positive
94084	neutral
75419	negative
61772	positive
94161	negative
61095	positive
61549	negative
69020	positive
86369	neutral
51654	negative
65250	neutral
31386	neutral
17247	negative
77822	negative
13873	positive
25384	negative
97226	neutral
24889	neutral
47988	negative
18962	positive
32028	negative
43105	negative
54376	positive
44025	negative
99339	neutral
99068	negative
88285	negative
15615	neutral
38612	neutral
16904	negative
99127	neutral
48214	negative
48644	negative
86587	positive
42115	negative
25387	negative
82740	negative
17576	negative
71094	negative
57980	negative
21334	positive
99629	neutral
66944	positive
74813	negative
15466	negative
36373	negative
78764	negative
71468	negative
43496	neutral
88608	neutral
51262	negative
45204	negative
82702	positive
92452	negative
57478	neutral
62638	negative
54149	negative
42827	positive
41788	negative
16193	negative
27651	negative
90142	negative
53625	negative
69234	neutral
77122	negative
67602	neutral
56571	negative
80502	negative
49262	negative
20920	negative
21252	negative
92998	positive
14950	negative
16047	neutral
23831	neutral
48085	neutral
58896	negative
70110	positive
76519	negative
28149	neutral
34747	negative
52643	neutral
73753	negative
74669	positive
65821	positive
32080	negative
92785	neutral
75312	negative
42508	negative
22767	negative
26534	negative
98523	negative
58877	negative
53885	positive
39588	negative
47297	negative
41848	positive
88504	negative
20251	neutral
49125	positive
60427	negative
63429	neutral
88550	negative
18602	negative
80803	negative
88171	neutral
73769	negative
73552	negative
38519	positive
10697	positive
63333	negative
61407	negative
20947	neutral
37042	negative
21610	negative
74497	negative
75950	negative
94486	neutral
71105	neutral
45819	negative
54792	negative
90889	neutral
69932	negative
32210	neutral
70012	negative
84629	negative
39454	negative
10712	negative
61831	negative
16289	negative
19909	negative
64040	negative
38393	negative
93158	negative
46844	negative
11679	neutral
80270	positive
87826	negative
36738	neutral
65105	negative
60283	positive
65277	negative
55638	negative
68742	negative
40773	negative
50718	negative
36207	negative
99986	negative
64009	negative
71212	negative
93209	negative
82442	positive
72139	negative
87438	neutral
98230	negative
59968	negative
81043	positive
66984	negative
81559	neutral
11552	positive
56878	positive
91637	negative
60441	positive
48212	positive
90094	neutral
83069	negative
70114	neutral
62647	negative
23654	negative
72381	neutral
31824	negative
42100	positive
50777	neutral
58047	negative
12762	negative
90773	neutral
56734	negative
24585	negative
75230	neutral
59483	negative
31140	positive
99480	negative
13105	negative
59794	negative
33291	negative
74069	negative
80770	negative
34976	neutral
96559	negative
99247	negative
80913	neutral
12684	negative
86348	negative
38101	positive
14262	negative
97093	negative
95550	neutral
94840	negative
34158	negative
72456	negative
48003	positive
32932	positive
44691	negative
30023	positive
87635	negative
79078	negative
68900	negative
59831	negative
99942	negative
15948	neutral
54580	neutral
38764	negative
44544	negative
93074	negative
38875	negative
40137	negative
23302	positive
37494	negative
56538	positive
46888	negative
19458	positive
28684	neutral
31745	negative
82697	neutral
72077	neutral
83819	negative
81224	neutral
20963	neutral
92112	neutral
34295	negative
13930	negative
17175	neutral
71576	neutral
91186	negative
23582	negative
26816	negative
45651	positive
84588	negative
44140	neutral
53206	negative
31505	neutral
49250	negative
27082	positive
18720	negative
19032	negative
15115	negative
29365	negative
48639	neutral
94548	negative
84520	negative
43951	positive
75762	negative
22691	negative
39237	negative
10692	positive
57002	negative
76658	negative
86630	negative
13249	neutral
12356	negative
68975	negative
95458	negative
12196	positive
71872	negative
39320	negative
24747	negative
30025	negative
44732	negative
25027	neutral
24145	negative
50116	negative
10703	negative
15835	negative
93140	negative
46386	negative
75037	negative
24450	negative
96026	positive
99364	positive
54377	negative
13425	negative
34434	negative
62376	negative
27508	negative
72880	neutral
56668	neutral
92743	negative
68454	neutral
89618	positive
63560	neutral
26629	negative
10214	neutral
85206	neutral
86946	neutral
84562	negative
87186	neutral
82745	negative
90996	neutral
72398	negative
39648	negative
49940	negative
25616	positive
83214	negative
91206	positive
94815	negative
90987	neutral
43145	neutral
36537	negative
84917	negative
18540	negative
34055	negative
52934	neutral
71880	positive
36142	positive
57018	neutral
46972	negative
90011	negative
47864	neutral
53445	positive
55729	negative
52729	positive
24776	neutral
59384	neutral
94444	negative
54944	negative
54532	negative
69072	positive
79141	negative
62557	negative
59704	negative
41061	negative
58219	neutral
71631	negative
91233	negative
29890	positive
53965	positive
56634	positive
31380	neutral
95051	negative
45420	negative
20976	negative
27273	positive
71082	positive
37276	neutral
16736	negative
76268	neutral
37213	negative
43662	neutral
44815	neutral
26791	negative
35995	negative
39697	negative
56035	negative
28717	neutral
98615	neutral
84708	neutral
94396	neutral
76792	positive
98800	negative
90250	positive
30091	positive
66909	negative
49772	negative
47874	negative
24727	neutral
82136	negative
30698	positive
28980	negative
64203	negative
75782	neutral
40991	neutral
23868	negative
13611	negative
91244	negative
66106	negative
41790	negative
22520	neutral
94004	neutral
15678	negative
13964	negative
11281	negative
69109	negative
74427	positive
32034	negative
80500	negative
27384	negative
23916	negative
25061	positive
89343	negative
93328	negative
84055	negative
71835	neutral
68506	neutral
63730	negative
92712	negative
75284	negative
98054	negative
89258	negative
98324	negative
37519	positive
80977	positive
74666	negative
65552	negative
50108	neutral
92336	neutral
86871	negative
51015	negative
34570	negative
49225	negative
30219	negative
38450	negative
64333	neutral
75964	negative
77236	positive
13049	negative
36907	negative
94898	negative
55977	positive
53127	positive
10304	negative
38990	negative
18045	neutral
81140	negative
50874	negative
74642	negative
48909	neutral
45774	positive
19230	neutral
19257	positive
12490	negative
85051	negative
12670	negative
44915	neutral
46362	negative
87668	negative
31456	negative
64664	negative
48196	positive
42543	positive
88589	neutral
66026	negative
32493	positive
11293	negative
16525	negative
21487	negative
41357	negative
48494	neutral
74575	neutral
33006	negative
12151	neutral
94088	negative
25913	negative
50275	negative
18410	neutral
65605	negative
78784	neutral
38349	positive
28515	negative
86872	negative
62085	neutral
17234	negative
62109	neutral
96658	neutral
41368	negative
98141	negative
58403	positive
97189	positive
67963	negative
18923	negative
76805	neutral
37408	negative
11496	neutral
71133	positive
29684	negative
22610	neutral
35616	negative
18445	negative
15001	negative
64434	negative
44205	neutral
59710	negative
78835	neutral
81009	neutral
61243	negative
77890	negative
12810	negative
87655	neutral
64648	positive
85083	neutral
22968	negative
80694	negative
69136	negative
77585	negative
91767	negative
92240	positive
70628	positive
16983	negative
80031	neutral
15030	negative
64611	negative
99157	neutral
81906	negative
34020	negative
28774	neutral
91438	neutral
74761	positive
48464	negative
17716	neutral
88741	negative
50443	neutral
26490	negative
17750	negative
75022	positive
79659	negative
30343	positive
32463	negative
75221	positive
26624	negative
65624	positive
79628	negative
64656	negative
15927	neutral
67824	positive
85764	negative
50839	negative
28829	negative
40700	negative
73607	negative
75575	negative
51766	positive
47621	negative
99077	negative
84715	negative
58516	neutral
47261	positive
51570	neutral
81995	neutral
33182	positive
30135	negative
97874	negative
89986	neutral
61091	negative
26424	neutral
95792	neutral
69327	negative
43686	neutral
26841	negative
34819	negative
73021	negative
30213	negative
81333	negative
59696	neutral
76356	positive
39851	negative
51846	positive
49736	negative
97528	negative
25212	negative
87479	negative
76064	negative
91864	neutral
54425	negative
16548	negative
46503	negative
49963	negative
99649	negative
18909	neutral
10087	positive
52905	positive
98679	neutral
57758	negative
85983	negative
46830	neutral
20802	negative
36324	negative
15328	negative
42541	negative
43434	negative
92598	neutral
86531	negative
96433	neutral
10455	negative
36244	negative
93181	negative
35931	neutral
31958	negative
54209	negative
10571	negative
65632	neutral
87552	negative
84029	negative
35989	negative
57113	negative
89422	negative
77406	neutral
64887	neutral
49221	negative
73044	negative
65680	negative
67314	positive
65598	negative
92854	positive
84547	neutral
88011	neutral
49447	neutral
76134	neutral
87033	negative
95990	neutral
90547	negative
32623	negative
68866	neutral
35553	negative
25205	negative
12997	neutral
82215	negative
41771	positive
64273	negative
95495	neutral
65796	negative
42837	negative
38569	negative
18055	positive
38360	negative
17831	negative
50999	negative
18334	negative
51121	positive
27522	negative
37859	negative
39360	negative
70290	negative
24772	negative
47968	negative
79915	negative
94454	negative
33731	positive
28548	negative
31979	negative
94120	negative
85303	negative
86021	negative
70164	positive
76440	negative
11623	negative
23136	positive
33184	positive
36214	neutral
72338	positive
22270	negative
97081	negative
59070	negative
47457	negative
52350	neutral
96177	negative
84380	negative
28219	neutral
73255	neutral
43750	negative
20983	negative
64056	positive
37073	neutral
32568	negative
36318	neutral
52518	neutral
49621	neutral
44917	negative
42171	negative
30496	positive
19515	negative
15947	negative
53766	negative
16307	negative
51499	negative
61516	positive
11740	negative
48697	negative
81547	negative
52204	negative
86981	negative
44473	negative
95136	positive
45253	negative
76548	negative
65788	positive
20316	neutral
72217	positive
77139	neutral
46709	negative
22457	negative
25649	negative
38954	negative
56400	positive
71090	positive
53669	positive
34664	negative
68938	positive
87440	negative
34157	negative
71447	neutral
97043	positive
82930	neutral
49960	negative
23482	negative
42012	negative
51683	neutral
84773	neutral
66781	negative
19249	neutral
82901	neutral
70910	neutral
77825	negative
35817	negative
46893	negative
12106	negative
63729	neutral
28483	neutral
61850	positive
70034	positive
58761	positive
22786	positive
80350	negative
24874	negative
55122	negative
60727	negative
83788	negative
39490	negative
31217	neutral
50299	neutral
24698	negative
45000	negative
90338	negative
79422	negative
95446	neutral
16579	negative
16051	negative
43188	negative
62650	negative
66659	negative
71645	negative
33048	negative
34199	negative
65836	negative
98986	negative
38141	negative
15758	negative
64836	negative
63219	negative
39162	negative
16687	negative
20892	positive
29202	negative
52383	negative
26215	negative
42335	negative
31736	negative
78420	negative
20586	negative
78471	negative
52534	neutral
45996	positive
69534	negative
21067	negative
99282	neutral
59580	negative
38374	negative
53086	positive
13111	negative
89954	negative
12391	negative
21094	negative
91941	negative
53241	negative
26028	neutral
52776	negative
29641	negative
43389	negative
16669	negative
62885	positive
61117	positive
52773	negative
36203	negative
79353	negative
52722	negative
76125	neutral
74387	neutral
28451	neutral
97608	negative
75067	negative
39119	neutral
45382	negative
27670	positive
